,zona,area_quartos,enderecos_lista,aluguel
9,leste,115 m² construídos2 quartos,"Rua Xiririca 148, Vila Carrão, São Paulo Zona Leste, São Paulo",2.000
10,leste,75 m² construídos2 quartos,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.800
11,leste,250 m² construídos4 quartos,"Rua Conde Prates, 393, Parque Da Mooca, São Paulo Zona Leste, São Paulo",4.000
12,leste,159 m² construídos5 quartos,"Rua Vitoantônio Del Vecchio, 168, Parque Da Mooca, São Paulo Zona Leste, São Paulo",4.000
13,leste,98 m² construídos2 quartos,"Ponte Rasa, São Paulo Zona Leste, São Paulo",1.650
14,leste,90 m² construídos3 quartos,"Rua Paes Lanndin, 168, Vila Carmosina, São Paulo Zona Leste, São Paulo",1.700
15,leste,60 m² construídos2 quartos,"Rua Natal 262, Vila Bertioga, São Paulo Zona Leste, São Paulo",1.150
16,leste,244 m² construídos,"Vila Moreira, São Paulo Zona Leste, São Paulo",4.500
17,leste,233 m² construídos3 quartos,"Jardim Anália Franco, São Paulo Zona Leste, São Paulo",6.000
18,leste,180 m² construídos,"Jardim Anália Franco, São Paulo Zona Leste, São Paulo",3.300
19,leste,210 m² construídos3 quartos,"Rua Alcides Rocha Miranda,, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",3.000
20,leste,120 m² construídos4 quartos,"Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",2.850
21,leste,50 m² construídos1 quarto,"Rua Capituba, 37a, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1.100
22,leste,180 m² construídos4 quartos,"Tatuapé, São Paulo Zona Leste, São Paulo",5.000
23,leste,176 m² construídos3 quartos,"Rua Flaviano, 64, Jardim Têxtil, São Paulo Zona Leste, São Paulo",3.800
24,leste,100 m² construídos2 quartos,"Rua Emílio Mallet, 140, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.500
25,leste,200 m² construídos2 quartos,"Rua Monte Serrat, 1302, Tatuapé, São Paulo Zona Leste, São Paulo",4.000
26,leste,120 m² construídos2 quartos,"Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3.000
27,leste,280 m² construídos3 quartos,"Rua Atucuri, 161, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",4.000
28,leste,140 m² construídos,"Rua Tijuco Preto, 544, Tatuapé, São Paulo Zona Leste, São Paulo",3.800
29,leste,2 quartos,"Vila Califórnia, São Paulo Zona Leste, São Paulo",1.250
30,leste,80 m² construídos3 quartos,"Rua Aldino, 30, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",2.700
31,leste,200 m² construídos3 quartos,"Rua Antônio De Barros, 2573, Vila Carrão, São Paulo Zona Leste, São Paulo",4.500
32,leste,400 m² construídos5 quartos,"Chácara Mafalda, São Paulo Zona Leste, São Paulo",4.000
33,leste,70 m² construídos2 quartos,"Rua Maria Carlota 828 Fundos, Vila Esperança, São Paulo Zona Leste, São Paulo",1.600
34,leste,1 quarto,"Vila Califórnia, São Paulo Zona Leste, São Paulo",600
35,leste,30 m² construídos1 quarto,"Jardim Nossa Senhora Aparecida, São Paulo Zona Leste, São Paulo",900
36,leste,1 quarto,"Vila Califórnia, São Paulo Zona Leste, São Paulo",700
37,leste,40 m² construídos1 quarto,"Vila Califórnia, São Paulo Zona Leste, São Paulo",710
38,leste,35 m² construídos1 quarto,"Vila Renato (zona Leste), São Paulo Zona Leste, São Paulo",650
39,leste,70 m² construídos2 quartos,"Rua Bom Jesus Do Monte 0, Jardim Marília, São Paulo Zona Leste, São Paulo",900
40,leste,60 m² construídos2 quartos,"Vila Pierina, São Paulo Zona Leste, São Paulo",1.600
41,leste,35 m² construídos1 quarto,"Vila Carmosina, São Paulo Zona Leste, São Paulo",800
42,leste,1 quarto,"Rua Maria Afonso, 233, Chácara Mafalda, São Paulo Zona Leste, São Paulo",650
43,leste,999 m² construídos1 quarto,"Rua Padre Raimundo Da Silva, 175, Vila Califórnia, São Paulo Zona Leste, São Paulo",810
44,leste,50 m² totais3 quartos,"Rua Chaberá, 309, Vila Formosa, São Paulo Zona Leste, São Paulo",1.500
45,leste,64 m² construídos2 quartos,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",2.000
46,leste,42 m² construídos1 quarto,"Gaspar Barreto, Vila Alpina, São Paulo Zona Leste, São Paulo",1.000
47,leste,48 m² construídos1 quarto,"Rua Boa Ventura, 248, Parque Císper, São Paulo Zona Leste, São Paulo",680
0,oeste,330 m² construídos5 quartos,"Gama Lobo, 2202, Jardim Irapiranga, São Paulo Zona Oeste, São Paulo",5.000
1,oeste,280 m² construídos4 quartos,"Rua Desembargador Artur Whitaker, 268, Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",5.000
2,oeste,35 m² construídos1 quarto,"Rua João Pereira Santos, Jardim Nova Germania, São Paulo Zona Oeste, São Paulo",850
3,oeste,35 m² construídos1 quarto,"Rua João Pereira Santos, Jardim Nova Germania, São Paulo Zona Oeste, São Paulo",850
4,oeste,42 m² construídos1 quarto,"Rua Eugênio Pradez, Jardim Piracuama, São Paulo Zona Oeste, São Paulo",1.000
5,oeste,180 m² construídos3 quartos,"Brooklin - São Paulo/sp, Rolinópolis, São Paulo Zona Oeste, São Paulo",2.750
6,oeste,80 m² construídos,"Rua Gago Coutinho, 341, Lapa, São Paulo Zona Oeste, São Paulo",5.000
7,oeste,250 m² construídos3 quartos,"Rua Mourato Coelho, 1344, Pinheiros, São Paulo Zona Oeste, São Paulo",12.000
8,oeste,250 m² construídos1 quarto,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5.000
9,oeste,16 m² construídos1 quarto,"Rua João Rosa De Farias 33, Jardim D Abril, São Paulo Zona Oeste, São Paulo",500
10,oeste,30 m² construídos,"Rua Rifaina, 136, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",1.300
11,oeste,417 m² totais5 quartos,"Rua Hilário Magro Junior,, Butantã, São Paulo Zona Oeste, São Paulo",12.000
12,oeste,105 m² construídos3 quartos,"Rua Lagoa Real, 26, Parque Sonia, São Paulo Zona Oeste, São Paulo",1.350
13,oeste,85 m² construídos2 quartos,"Rua Vicente Ferreira, Jaguaré, São Paulo Zona Oeste, São Paulo",1.800
14,oeste,85 m² construídos2 quartos,"Rua Vicente Ferreira, Jaguaré, São Paulo Zona Oeste, São Paulo",2.200
15,oeste,180 m² construídos3 quartos,"Antonio Desavisate 00, Jardim Bonfiglioli, São Paulo Zona Oeste, São Paulo",3.300
16,oeste,20 m² construídos,"Rua Henning Boilesen, Vila Lageado, São Paulo Zona Oeste, São Paulo",500
17,oeste,150 m² construídos3 quartos,"Rua Jaguaré, Jaguaré, São Paulo Zona Oeste, São Paulo",2.600
18,oeste,620 m² construídos4 quartos,"Doutor Aires Martins 00, Vila São Francisco, São Paulo Zona Oeste, São Paulo",10.000
19,oeste,250 m² construídos10 quartos,"Rua Conde Sílvio Álvares Penteado, 56, Pinheiros, São Paulo Zona Oeste, São Paulo",13.000
20,oeste,50 m² construídos1 quarto,"Rua Corinto, Vila Indiana, São Paulo Zona Oeste, São Paulo",1.200
21,oeste,40 m² construídos1 quarto,"Rua Cangati, Vila Lageado, São Paulo Zona Oeste, São Paulo",1.250
22,oeste,70 m² construídos2 quartos,"Rua Catalunha, Jaguaré, São Paulo Zona Oeste, São Paulo",1.200
23,oeste,120 m² construídos2 quartos,"Rua Doutor Joao Vieira Neves 609, Jardim Ester, São Paulo Zona Oeste, São Paulo",1.700
24,oeste,60 m² construídos1 quarto,"Rua Brigadeiro Henrique Fontenelle, Parque São Domingos, São Paulo Zona Oeste, São Paulo",800
25,oeste,250 m² construídos3 quartos,"Rua Caropá, Vila Madalena, São Paulo Zona Oeste, São Paulo",5.500
26,oeste,255 m² construídos,"Vila Lageado, São Paulo Zona Oeste, São Paulo",15.000
27,oeste,240 m² construídos3 quartos,"Vila Lageado, São Paulo Zona Oeste, São Paulo",2.000
28,oeste,38 m² construídos1 quarto,"Parque São Domingos, São Paulo Zona Oeste, São Paulo",700
29,oeste,80 m² construídos3 quartos,"Rua Arizona, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.900
30,oeste,350 m² construídos3 quartos,"Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",7.500
31,oeste,45 m² construídos1 quarto,"Jardim Santo Elias, São Paulo Zona Oeste, São Paulo",950
32,oeste,1 quarto,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.150
33,oeste,125 m² construídos2 quartos,"Maria Rissio Mendes R, Parque Continental, São Paulo Zona Oeste, São Paulo",2.800
34,oeste,80 m² construídos1 quarto,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.800
35,oeste,350 m² construídos3 quartos,"Avenida Cardeal Motta, City América, São Paulo Zona Oeste, São Paulo",7.000
36,oeste,45 m² construídos1 quarto,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.000
37,oeste,620 m² construídos4 quartos,"Jardim Das Bandeiras, São Paulo Zona Oeste, São Paulo",20.000
38,oeste,90 m² construídos2 quartos,"Travessa Alberto Grosso, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",3.500
39,oeste,350 m² construídos5 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",15.000
40,oeste,180 m² construídos2 quartos,"Vila São Silvestre, São Paulo Zona Oeste, São Paulo",2.300
41,oeste,212 m² construídos3 quartos,"Pacaembu, São Paulo Zona Oeste, São Paulo",8.000
42,oeste,605 m² totais4 quartos,"Vila Bela Aliança, São Paulo Zona Oeste, São Paulo",14.000
43,oeste,150 m² construídos3 quartos,"Lapa, São Paulo Zona Oeste, São Paulo",4.200
44,oeste,396 m² construídos,"Rua Capitão Prudente, Pinheiros, São Paulo Zona Oeste, São Paulo",39.000
45,oeste,511 m² construídos,"Rua Frei Galvão, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",37.000
46,oeste,238 m² construídos5 quartos,"Rua Pepiguari, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",6.000
47,oeste,238 m² construídos5 quartos,"Rua Pepiguari, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",6.000
0,oeste,330 m² construídos4 quartos,"Rua Itápolis, Pacaembu, São Paulo Zona Oeste, São Paulo",13.000
1,oeste,400 m² construídos4 quartos,"Jardim Londrina, São Paulo Zona Oeste, São Paulo",12.000
2,oeste,318 m² construídos4 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",12.000
3,oeste,400 m² construídos4 quartos,"Butantã, São Paulo Zona Oeste, São Paulo",7.500
4,oeste,80 m² construídos2 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",3.500
5,oeste,318 m² construídos4 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",12.000
6,oeste,140 m² construídos2 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",4.000
7,oeste,180 m² construídos2 quartos,"Pirajussara, São Paulo Zona Oeste, São Paulo",2.500
8,oeste,180 m² construídos3 quartos,"Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",7.500
9,oeste,119 m² construídos6 quartos,"Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",7.000
10,oeste,400 m² construídos4 quartos,"Rua Wanderley, Perdizes, São Paulo Zona Oeste, São Paulo",15.000
11,oeste,280 m² construídos3 quartos,"Lapa, São Paulo Zona Oeste, São Paulo",8.000
12,oeste,140 m² construídos3 quartos,"Jardim Umarizal, São Paulo Zona Oeste, São Paulo",2.500
13,oeste,140 m² construídos3 quartos,"Jardim Umarizal, São Paulo Zona Oeste, São Paulo",2.500
14,oeste,100 m² construídos2 quartos,"Jardim Das Vertentes, São Paulo Zona Oeste, São Paulo",1.250
15,oeste,125 m² construídos2 quartos,"Jardim Imbé, São Paulo Zona Oeste, São Paulo",1.300
16,oeste,144 m² construídos3 quartos,"Alto Da Lapa, São Paulo Zona Oeste, São Paulo",4.500
17,oeste,198 m² construídos3 quartos,"Jardim Santo Elias, São Paulo Zona Oeste, São Paulo",3.000
18,oeste,100 m² construídos2 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",2.250
19,oeste,300 m² construídos6 quartos,"Vila Romana, São Paulo Zona Oeste, São Paulo",15.000
20,oeste,383 m² construídos4 quartos,"Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",14.000
21,oeste,45 m² construídos2 quartos,"Vila Ipojuca, São Paulo Zona Oeste, São Paulo",1.200
22,oeste,400 m² construídos4 quartos,"Rua Frei Henrique De Coimbra, Água Branca, São Paulo Zona Oeste, São Paulo",6.500
23,oeste,250 m² construídos10 quartos,"Pinheiros, São Paulo Zona Oeste, São Paulo",12.000
24,oeste,300 m² construídos,"Rua Frei Galvão, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",22.000
25,oeste,290 m² construídos,"Rua Doutor Rafael Correia, Água Branca, São Paulo Zona Oeste, São Paulo",5.500
26,oeste,70 m² construídos2 quartos,"Das Rosas , 1257, Jardim Boa Vista (zona Oeste), São Paulo Zona Oeste, São Paulo",1.200
27,oeste,160 m² construídos4 quartos,"Trav. Armando Pedro Guglielmelli, Vila São Francisco, São Paulo Zona Oeste, São Paulo",2.800
28,oeste,297 m² construídos4 quartos,"Rua Banibás, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",15.500
29,oeste,200 m² construídos3 quartos,"Rua Benedito Da Fonseca Rondon, Jardim Santo Elias, São Paulo Zona Oeste, São Paulo",3.000
30,oeste,100 m² construídos,"Avenida Elisio Cordeiro De Siqueira, Jardim Santo Elias, São Paulo Zona Oeste, São Paulo",3.500
31,oeste,35 m² construídos1 quarto,"Vila Ipojuca, São Paulo Zona Oeste, São Paulo",800
32,oeste,150 m² totais,"Vila Mirante, São Paulo Zona Oeste, São Paulo",1.400
33,oeste,520 m² construídos,"Rua Almirante Pereira Guimarães, Pacaembu, São Paulo Zona Oeste, São Paulo",25.000
34,oeste,400 m² construídos4 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",13.000
35,oeste,50 m² construídos1 quarto,"Rua Engenheiro Vitor Freire, Jaguaré, São Paulo Zona Oeste, São Paulo",1.200
36,oeste,100 m² construídos2 quartos,"Sítio Itaberaba I, São Paulo Zona Oeste, São Paulo",990
37,oeste,70 m² construídos2 quartos,"Alto Da Lapa, São Paulo Zona Oeste, São Paulo",3.000
38,oeste,3 quartos,"Rua José Ramos Da Silva, Jardim Líbano, São Paulo Zona Oeste, São Paulo",2.700
39,oeste,175 m² construídos4 quartos,"Vila Pompéia, São Paulo Zona Oeste, São Paulo",5.500
40,oeste,620 m² construídos4 quartos,"Vila São Francisco, São Paulo Zona Oeste, São Paulo",15.000
41,oeste,110 m² construídos2 quartos,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.000
42,oeste,125 m² construídos3 quartos,"Vila Adalgisa, São Paulo Zona Oeste, São Paulo",3.300
43,oeste,74 m² construídos,"Higienópolis, Higienópolis, São Paulo Zona Oeste, São Paulo",6.000
44,oeste,150 m² construídos2 quartos,"Jardim Umarizal, São Paulo Zona Oeste, São Paulo",2.000
45,oeste,350 m² construídos,"Rua Doutor Costa Junior, Água Branca, São Paulo Zona Oeste, São Paulo",17.000
46,oeste,240 m² construídos3 quartos,"Doutor Cabral De Vasconcelos, Vila Dos Remédios, São Paulo Zona Oeste, São Paulo",2.100
47,oeste,415 m² construídos4 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",15.000
0,oeste,100 m² construídos2 quartos,"Rua Coriolano, 1979, Vila Romana, São Paulo Zona Oeste, São Paulo",1.900
1,oeste,80 m² construídos2 quartos,"Abraham Lincoln, Parque São Domingos, São Paulo Zona Oeste, São Paulo",2.800
2,oeste,200 m² construídos2 quartos,"Cunhambebe, Vila Santa Edwiges, São Paulo Zona Oeste, São Paulo",1.500
3,oeste,180 m² construídos3 quartos,"Gonçalo Da Costa, Vila Santa Edwiges, São Paulo Zona Oeste, São Paulo",2.500
4,oeste,200 m² construídos1 quarto,"R Professor Rubião Meira, Pinheiros, São Paulo Zona Oeste, São Paulo",10.000
5,oeste,460 m² construídos3 quartos,"Alameda Garagutá, Mairiporã, Sp, Ferreira, São Paulo Zona Oeste, São Paulo",4.500
6,oeste,110 m² construídos2 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",4.900
7,oeste,180 m² construídos2 quartos,"Bom Jesus Do Amparo, Vila Jaguara, São Paulo Zona Oeste, São Paulo",2.200
8,oeste,3 quartos,"José De Souza Ferreira, Jardim Marisa, São Paulo Zona Oeste, São Paulo",2.200
9,oeste,147 m² construídos3 quartos,"Tomas De Sousa, Jardim Monte Azul, São Paulo Zona Oeste, São Paulo",2.700
10,oeste,100 m² construídos3 quartos,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.300
11,oeste,150 m² construídos2 quartos,"Jardim Samara - São Paulo/sp, Jardim Samara, São Paulo Zona Oeste, São Paulo",1.900
12,oeste,40 m² construídos1 quarto,"Vila Mirante, São Paulo Zona Oeste, São Paulo",1.300
13,oeste,40 m² construídos1 quarto,"Vila Mirante, São Paulo Zona Oeste, São Paulo",1.300
14,oeste,38 m² construídos2 quartos,"Jardim Samara - São Paulo/sp, Jardim Samara, São Paulo Zona Oeste, São Paulo",1.200
15,oeste,38 m² construídos1 quarto,"Jardim Olinda - São Paulo/sp, Jardim Olinda, São Paulo Zona Oeste, São Paulo",790
16,oeste,261 m² construídos3 quartos,"Rua Carlos De Mesquita, 160, Jardim Jussara, São Paulo Zona Oeste, São Paulo",3.800
17,oeste,120 m² construídos3 quartos,"Vila Adalgisa, São Paulo Zona Oeste, São Paulo",4.200
18,oeste,170 m² construídos3 quartos,"R Michigan, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.000
19,oeste,400 m² construídos5 quartos,"Queiroz Filho, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",7.000
20,oeste,150 m² construídos3 quartos,"Princesa Leopoldina, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",6.000
21,oeste,280 m² construídos,"Francisco Coelho, Jardim Santo Elias, São Paulo Zona Oeste, São Paulo",7.500
22,oeste,200 m² construídos,"Dos Remédios, Vila Piauí, São Paulo Zona Oeste, São Paulo",4.800
23,oeste,230 m² construídos6 quartos,"Agamenon Magalhães, Vila Santa Edwiges, São Paulo Zona Oeste, São Paulo",4.300
24,oeste,130 m² construídos2 quartos,"Benedito Da Fonseca Rondon, Jardim Santo Elias, São Paulo Zona Oeste, São Paulo",2.600
25,oeste,60 m² construídos2 quartos,"José Ramos Da Silva, Jardim Líbano, São Paulo Zona Oeste, São Paulo",1.700
26,oeste,160 m² construídos3 quartos,"Forte William, Jardim Fonte Do Morumbi, São Paulo Zona Oeste, São Paulo",6.000
27,oeste,50 m² construídos1 quarto,"Capela De Santana, Jardim Marisa, São Paulo Zona Oeste, São Paulo",900
28,oeste,150 m² construídos4 quartos,"Elísio Cordeiro De Siqueira, Jardim Santo Elias, São Paulo Zona Oeste, São Paulo",3.500
29,oeste,550 m² construídos4 quartos,"Parque Dos Príncipes, São Paulo Zona Oeste, São Paulo",12.500
30,oeste,375 m² construídos4 quartos,"R Pensilvânia, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",12.000
31,oeste,326 m² construídos4 quartos,"Rua Aldo Travaglia, 253, Lar São Paulo, São Paulo Zona Oeste, São Paulo",4.000
32,oeste,450 m² construídos3 quartos,"R Açaré, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",9.800
33,oeste,120 m² construídos,"Pinheiros, São Paulo Zona Oeste, São Paulo",8.000
34,oeste,130 m² construídos3 quartos,"Parque Da Lapa, São Paulo Zona Oeste, São Paulo",3.800
35,oeste,110 m² construídos2 quartos,"Vila São Silvestre, São Paulo Zona Oeste, São Paulo",2.500
36,oeste,120 m² construídos2 quartos,"Jardim Guarau, São Paulo Zona Oeste, São Paulo",1.600
37,oeste,60 m² construídos1 quarto,"Canto Do Mangue, Jardim Marisa, São Paulo Zona Oeste, São Paulo",1.050
38,oeste,640 m² construídos,"Bela Aliança, Bela Aliança, São Paulo Zona Oeste, São Paulo",9.500
39,oeste,192 m² construídos2 quartos,"Coronel Virgílio Dos Santos, Vila Jaguara, São Paulo Zona Oeste, São Paulo",2.000
40,oeste,120 m² construídos2 quartos,"Bergson, Parque Da Lapa, São Paulo Zona Oeste, São Paulo",3.000
41,oeste,50 m² construídos2 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",2.500
42,oeste,80 m² construídos2 quartos,"Rua Marco Antônio Dias Batista, 35, Vila São Silvestre, São Paulo Zona Oeste, São Paulo",1.700
43,oeste,85 m² construídos2 quartos,"Jaguaré, São Paulo Zona Oeste, São Paulo",2.000
44,oeste,90 m² construídos2 quartos,"R. Pedro Inacio De Araujo, Vila São Silvestre, São Paulo Zona Oeste, São Paulo",1.900
45,oeste,47 m² construídos1 quarto,"Doutor Cabral De Vasconcelos, Vila Dos Remédios, São Paulo Zona Oeste, São Paulo",900
46,oeste,254 m² totais,"Vila Tramontano, São Paulo Zona Oeste, São Paulo",9.200
47,oeste,172 m² construídos4 quartos,"Vila Romana, São Paulo Zona Oeste, São Paulo",9.658
0,oeste,50 m² totais1 quarto,"Vila Mirante, São Paulo Zona Oeste, São Paulo",650
1,oeste,50 m² totais1 quarto,"Vila Mirante, São Paulo Zona Oeste, São Paulo",780
2,oeste,90 m² construídos2 quartos,"Rua Pier Cavalli,, Parque Ipê, São Paulo Zona Oeste, São Paulo",1.400
3,oeste,150 m² construídos1 quarto,"Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",8.000
4,oeste,186 m² construídos,"Rua Piaui, Higienópolis, São Paulo Zona Oeste, São Paulo",11.000
5,oeste,325 m² construídos3 quartos,"Jardim Bonfiglioli, São Paulo Zona Oeste, São Paulo",3.500
6,oeste,150 m² totais,"Jardim Líbano, São Paulo Zona Oeste, São Paulo",2.000
7,oeste,60 m² construídos1 quarto,"Jardim Marisa, São Paulo Zona Oeste, São Paulo",950
8,oeste,50 m² construídos1 quarto,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1.500
9,oeste,500 m² construídos4 quartos,"-, Parque Dos Príncipes, São Paulo Zona Oeste, São Paulo",5.000
10,oeste,347 m² totais5 quartos,"Rua Maria Teresa Farabulini Rodrigues,, Parque Continental, São Paulo Zona Oeste, São Paulo",3.000
11,oeste,117 m² construídos2 quartos,"Rua California, Rolinópolis, São Paulo Zona Oeste, São Paulo",4.500
12,oeste,140 m² construídos1 quarto,"Professor Benedito Alarico De Castro Borelli, Parque São Domingos, São Paulo Zona Oeste, São Paulo",4.800
13,oeste,900 m² construídos3 quartos,"Senador José Roberto Leite Penteado, Lapa, São Paulo Zona Oeste, São Paulo",8.000
14,oeste,226 m² construídos,"Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",7.500
15,oeste,1 quarto,"Engenheiro Ernesto Markgraf-320 C+, Vila Dos Remédios, São Paulo Zona Oeste, São Paulo",1.100
16,oeste,65 m² construídos1 quarto,"Capitão-mor Aguiar Altero, Vila Dos Remédios, São Paulo Zona Oeste, São Paulo",1.200
17,oeste,70 m² construídos3 quartos,"Professor Paulo Tavares, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",8.500
18,oeste,200 m² construídos,"Luís Murat, Jardim Das Bandeiras, São Paulo Zona Oeste, São Paulo",4.000
19,oeste,300 m² construídos3 quartos,"Água Branca, São Paulo Zona Oeste, São Paulo",7.000
20,oeste,70 m² construídos1 quarto,"Rua Ibiquara, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",1.300
21,oeste,60 m² construídos2 quartos,"Rua Pêra-marmelo, Jardim Santa Lucrécia, São Paulo Zona Oeste, São Paulo",1.200
22,oeste,40 m² construídos2 quartos,"-, Vila Dalva, São Paulo Zona Oeste, São Paulo",1.300
23,oeste,50 m² construídos1 quarto,"Wanderley Sales Dias, Jardim Marisa, São Paulo Zona Oeste, São Paulo",1.000
24,oeste,348 m² construídos,"Avenida Antônio Batuira, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",35.000
25,oeste,2 quartos,"Rua Brigadeiro Henrique Fontenelle, Parque São Domingos, São Paulo Zona Oeste, São Paulo",1.200
26,oeste,50 m² construídos1 quarto,"Rua Martins Teotônio, Parque São Domingos, São Paulo Zona Oeste, São Paulo",650
27,oeste,122 m² construídos3 quartos,"Pirituba, São Paulo Zona Oeste, São Paulo",1.700
28,oeste,145 m² construídos4 quartos,"Rua Antonio Mariani, 221, Instituto De Previdência, São Paulo Zona Oeste, São Paulo",4.000
29,oeste,240 m² construídos3 quartos,"Rua Bartolomeu Bon, 215, Jardim Dracena, São Paulo Zona Oeste, São Paulo",3.500
30,oeste,200 m² construídos3 quartos,"Jardim Santo Elias, São Paulo Zona Oeste, São Paulo",2.900
31,oeste,200 m² construídos4 quartos,"Rua Comendador Carmine Sérgio, 1, Jaguaré, São Paulo Zona Oeste, São Paulo",3.500
32,oeste,297 m² construídos3 quartos,"Rua Polônia, 123, Jardim Europa, São Paulo Zona Oeste, São Paulo",11.000
33,oeste,255 m² construídos,"Rua Professor Herbert Baldus, 206, Vila Lageado, São Paulo Zona Oeste, São Paulo",15.000
34,oeste,826 m² construídos5 quartos,"Pacaembu, São Paulo Zona Oeste, São Paulo",40.000
35,oeste,620 m² construídos4 quartos,"Jardim Das Bandeiras, São Paulo Zona Oeste, São Paulo",20.000
36,oeste,150 m² construídos3 quartos,"Rua João De Souza, 120, Jardim Rizzo, São Paulo Zona Oeste, São Paulo",4.000
37,oeste,120 m² construídos3 quartos,"Avenida Professor Lucas De Assunção, 267, Jardim Bonfiglioli, São Paulo Zona Oeste, São Paulo",3.500
38,oeste,120 m² construídos4 quartos,"Avenida Diogenes Ribeiro De Lima, 3356, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",3.000
39,oeste,150 m² construídos3 quartos,"Rua Rolândia, 142, Vila Lageado, São Paulo Zona Oeste, São Paulo",2.800
40,oeste,400 m² construídos4 quartos,"City América, São Paulo Zona Oeste, São Paulo",4.700
41,oeste,178 m² construídos3 quartos,"Rua Caminha De Amorim, 162, Vila Madalena, São Paulo Zona Oeste, São Paulo",4.500
42,oeste,40 m² construídos2 quartos,"Rua Roberto Barros Rocha, 209, Jardim Guarau, São Paulo Zona Oeste, São Paulo",850
43,oeste,60 m² construídos1 quarto,"Vila Pirituba, São Paulo Zona Oeste, São Paulo",800
44,oeste,280 m² construídos3 quartos,"Rua Brigadeiro Gavião Peixoto, 407, Lapa, São Paulo Zona Oeste, São Paulo",8.000
45,oeste,296 m² construídos1 quarto,"Rua Rodesia, 128, Sumarezinho, São Paulo Zona Oeste, São Paulo",4.400
46,oeste,70 m² construídos2 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3.500
47,oeste,100 m² construídos3 quartos,"Avenida Diogo De Azevedo, 155, Vila Antônio, São Paulo Zona Oeste, São Paulo",3.500
0,oeste,50 m² totais1 quarto,"Vila Mirante, São Paulo Zona Oeste, São Paulo",650
1,oeste,50 m² totais1 quarto,"Vila Mirante, São Paulo Zona Oeste, São Paulo",780
2,oeste,90 m² construídos2 quartos,"Rua Pier Cavalli,, Parque Ipê, São Paulo Zona Oeste, São Paulo",1.400
3,oeste,150 m² construídos1 quarto,"Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",8.000
4,oeste,186 m² construídos,"Rua Piaui, Higienópolis, São Paulo Zona Oeste, São Paulo",11.000
5,oeste,325 m² construídos3 quartos,"Jardim Bonfiglioli, São Paulo Zona Oeste, São Paulo",3.500
6,oeste,150 m² totais,"Jardim Líbano, São Paulo Zona Oeste, São Paulo",2.000
